Store,Assortment,CompetitionDistance,Promo2,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d
279,2,2320.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-10-01,0,0,0,1
280,2,18640.0,1,"Mar,Jun,Sept,Dec",2013-09-01,2014-03-10,0,0,0,1
281,2,6970.0,0,,2011-09-01,,0,0,0,1
282,0,1220.0,0,,2010-12-01,,1,0,0,0
283,0,2260.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,1,0,0,0
284,0,1290.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,0,0,0,1
285,0,2410.0,0,,2010-02-01,,1,0,0,0
286,0,1460.0,0,,2015-04-01,,1,0,0,0
287,0,2740.0,1,"Jan,Apr,Jul,Oct",2009-05-01,2014-10-06,0,0,1,0
288,0,800.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-04-04,0,0,0,1
289,0,6540.0,0,,2007-12-01,,0,0,0,1
290,0,4150.0,0,,2001-05-01,,1,0,0,0
291,0,4385.0,0,,2010-02-01,,0,0,0,1
292,0,1100.0,0,,2009-06-01,,1,0,0,0
293,2,140.0,0,,2007-11-01,,0,0,1,0
294,0,3150.0,0,,2005-05-01,,1,0,0,0
295,0,210.0,1,"Mar,Jun,Sept,Dec",2000-11-01,2013-09-09,1,0,0,0
296,0,9580.0,1,"Feb,May,Aug,Nov",2007-05-01,2014-11-10,1,0,0,0
297,0,2300.0,0,,2010-09-01,,1,0,0,0
298,0,19840.0,0,,2009-07-01,,0,0,0,1
299,2,38630.0,0,,2012-09-01,,0,0,0,1
300,2,120.0,1,"Jan,Apr,Jul,Oct",2009-04-01,2012-01-02,1,0,0,0
301,2,4510.0,0,,2015-03-01,,1,0,0,0
302,2,2190.0,1,"Mar,Jun,Sept,Dec",2007-12-01,2011-02-28,0,0,0,1
303,0,15430.0,1,"Feb,May,Aug,Nov",2012-11-01,2011-05-02,1,0,0,0
304,0,1950.0,0,,2015-07-01,,1,0,0,0
305,2,2470.0,1,"Mar,Jun,Sept,Dec",2005-02-01,2013-08-05,0,0,1,0
306,0,5100.0,1,"Jan,Apr,Jul,Oct",2007-04-01,2014-10-06,1,0,0,0
307,0,18660.0,0,,2002-09-01,,1,0,0,0
308,0,1070.0,1,"Jan,Apr,Jul,Oct",2006-12-01,2010-03-29,1,0,0,0
309,0,8740.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-09-14,0,0,0,1
310,2,2290.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-03-10,1,0,0,0
311,2,680.0,0,,2005-07-01,,1,0,0,0
312,0,11300.0,0,,2012-03-01,,0,0,0,1
313,2,14160.0,0,,2010-02-01,,0,0,0,1
314,0,3560.0,1,"Feb,May,Aug,Nov",2001-10-01,2013-08-05,1,0,0,0
315,2,38710.0,0,,2013-04-01,,1,0,0,0
316,0,9000.0,0,,2001-08-01,,0,0,0,1
317,0,3140.0,1,"Jan,Apr,Jul,Oct",2013-07-01,2011-04-04,0,0,0,1
318,2,32330.0,0,,2014-03-01,,0,0,0,1
319,2,570.0,1,"Mar,Jun,Sept,Dec",2012-09-01,2012-07-02,1,0,0,0
320,2,210.0,0,,2012-09-01,,1,0,0,0
321,2,8140.0,1,"Mar,Jun,Sept,Dec",2013-11-01,2014-03-10,0,0,1,0
322,0,17500.0,1,"Jan,Apr,Jul,Oct",2001-04-01,2009-09-14,1,0,0,0
323,2,8400.0,1,"Feb,May,Aug,Nov",2012-04-01,2013-02-04,0,0,0,1
324,0,13140.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
325,2,350.0,1,"Feb,May,Aug,Nov",2011-03-01,2011-05-30,1,0,0,0
326,0,10070.0,1,"Feb,May,Aug,Nov",2015-05-01,2013-08-05,0,0,0,1
327,2,1390.0,0,,2004-12-01,,0,0,1,0
328,0,3130.0,0,,2002-07-01,,1,0,0,0
329,0,1310.0,1,"Mar,Jun,Sept,Dec",1990-06-01,2012-05-28,1,0,0,0
330,2,370.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2012-05-28,1,0,0,0
331,2,670.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2015-04-06,1,0,0,0
332,0,1840.0,0,,2006-03-01,,1,0,0,0
333,2,3720.0,0,,2010-02-01,,1,0,0,0
334,2,4040.0,1,"Mar,Jun,Sept,Dec",2008-08-01,2013-05-06,0,0,0,1
335,0,90.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-08-05,0,1,0,0
336,0,190.0,0,,2014-07-01,,1,0,0,0
337,2,10600.0,1,"Feb,May,Aug,Nov",2005-07-01,2014-11-10,0,0,0,1
338,2,1590.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2009-09-14,1,0,0,0
339,2,2280.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-03-11,1,0,0,0
340,2,8080.0,0,,2010-02-01,,1,0,0,0
341,0,190.0,0,,2011-09-01,,1,0,0,0
342,2,15770.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,0,0,0,1
343,0,18650.0,1,"Jan,Apr,Jul,Oct",2004-04-01,2014-04-07,0,0,0,1
344,2,300.0,1,"Jan,Apr,Jul,Oct",2011-04-01,2011-04-04,1,0,0,0
345,0,120.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-05-28,1,0,0,0
346,2,8090.0,0,,2010-02-01,,1,0,0,0
347,2,9360.0,1,"Mar,Jun,Sept,Dec",2013-07-01,2012-05-28,0,0,0,1
348,0,16490.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-05-28,1,0,0,0
349,2,1490.0,0,,2009-04-01,,0,0,1,0
350,0,8880.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,0,0,0,1
351,0,5290.0,1,"Feb,May,Aug,Nov",2012-11-01,2013-02-04,1,0,0,0
352,2,6360.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2012-10-01,0,0,0,1
353,1,900.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-04-08,0,1,0,0
354,2,1500.0,0,,2005-10-01,,0,0,0,1
355,2,9720.0,0,,2013-08-01,,1,0,0,0
356,2,8970.0,1,"Feb,May,Aug,Nov",2007-12-01,2012-05-28,0,0,0,1
357,0,2060.0,0,,2008-10-01,,1,0,0,0
358,0,2890.0,0,,2003-10-01,,1,0,0,0
359,2,4370.0,0,,2010-02-01,,0,0,0,1
360,0,2040.0,0,,2007-06-01,,1,0,0,0
361,2,4490.0,1,"Feb,May,Aug,Nov",2014-05-01,2013-02-04,0,0,1,0
362,2,340.0,0,,2010-02-01,,0,0,1,0
363,0,250.0,0,,2009-09-01,,1,0,0,0
364,2,13620.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-03-10,1,0,0,0
365,0,2410.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,1,0
366,2,6470.0,0,,2004-12-01,,0,0,0,1
367,2,2640.0,0,,2012-09-01,,0,0,0,1
368,2,1450.0,1,"Feb,May,Aug,Nov",2005-04-01,2009-11-09,0,0,0,1
369,2,5870.0,0,,2014-04-01,,0,0,0,1
370,0,8250.0,1,"Jan,Apr,Jul,Oct",2000-10-01,2009-08-03,0,0,0,1
371,2,1970.0,1,"Feb,May,Aug,Nov",2009-07-01,2014-11-10,0,0,0,1
372,2,4880.0,1,"Jan,Apr,Jul,Oct",2010-08-01,2014-05-05,0,0,0,1
373,2,11120.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-05-28,0,0,0,1
374,0,1150.0,0,,2007-09-01,,1,0,0,0
375,2,15710.0,1,"Jan,Apr,Jul,Oct",2013-02-01,2009-09-14,1,0,0,0
376,0,160.0,0,,2012-08-01,,1,0,0,0
377,2,100.0,1,"Feb,May,Aug,Nov",2010-06-01,2010-05-03,1,0,0,0
378,2,2140.0,0,,2012-08-01,,1,0,0,0
379,0,6630.0,0,,2010-02-01,,0,0,0,1
380,0,2240.0,1,"Mar,Jun,Sept,Dec",2013-05-01,2014-03-10,1,0,0,0
381,0,1800.0,1,"Feb,May,Aug,Nov",2006-11-01,2013-02-04,1,0,0,0
382,2,26130.0,0,,2002-11-01,,0,0,1,0
383,2,350.0,0,,2010-02-01,,1,0,0,0
384,2,130.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
385,0,4580.0,0,,2007-09-01,,0,0,0,1
386,2,1460.0,1,"Jan,Apr,Jul,Oct",2014-04-01,2013-08-05,0,0,0,1
387,0,210.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-09-09,0,0,1,0
388,0,2260.0,0,,2010-02-01,,1,0,0,0
389,2,6690.0,0,,2011-08-01,,1,0,0,0
390,2,1600.0,0,,2009-04-01,,1,0,0,0
391,0,460.0,1,"Feb,May,Aug,Nov",2014-11-01,2013-08-05,1,0,0,0
392,0,2120.0,0,,2010-02-01,,1,0,0,0
393,2,4820.0,0,,2008-03-01,,0,0,0,1
394,0,10850.0,0,,2010-02-01,,0,0,0,1
395,0,3620.0,0,,2013-02-01,,1,0,0,0
396,2,23130.0,0,,2010-02-01,,1,0,0,0
397,2,130.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-07-08,1,0,0,0
398,2,1540.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-01-02,0,0,1,0
399,0,5360.0,1,"Jan,Apr,Jul,Oct",2012-09-01,2011-10-03,1,0,0,0
400,0,70.0,1,"Jan,Apr,Jul,Oct",2004-11-01,2011-04-04,1,0,0,0
401,2,9200.0,1,"Jan,Apr,Jul,Oct",2009-10-01,2012-04-02,1,0,0,0
402,2,5830.0,1,"Jan,Apr,Jul,Oct",2011-09-01,2010-03-29,0,0,1,0
403,0,4970.0,0,,2015-07-01,,1,0,0,0
404,2,1420.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-03-11,1,0,0,0
405,0,1080.0,1,"Jan,Apr,Jul,Oct",2008-04-01,2011-04-04,1,0,0,0
406,2,8240.0,1,"Feb,May,Aug,Nov",2001-03-01,2013-03-11,0,0,0,1
407,0,5890.0,1,"Feb,May,Aug,Nov",2003-10-01,2011-04-04,1,0,0,0
408,0,1560.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,1,0
409,2,840.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,0,0,0,1
410,0,40.0,1,"Mar,Jun,Sept,Dec",2011-11-01,2012-05-28,0,0,1,0
411,2,8460.0,0,,2010-02-01,,0,0,0,1
412,2,4460.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-09-27,0,0,0,1
413,2,760.0,0,,2014-09-01,,1,0,0,0
414,2,6210.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,0,0,0,1
415,2,6910.0,0,,2005-04-01,,0,0,0,1
416,2,4650.0,0,,2014-06-01,,1,0,0,0
417,2,840.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-03-10,1,0,0,0
418,0,1060.0,1,"Feb,May,Aug,Nov",2009-05-01,2011-07-04,1,0,0,0
419,0,1620.0,0,,2009-09-01,,0,0,1,0
420,2,250.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-07-02,0,0,0,1
421,2,3530.0,1,"Mar,Jun,Sept,Dec",2012-06-01,2012-08-27,0,0,1,0
422,2,2880.0,0,,2010-02-01,,1,0,0,0
423,0,1270.0,0,,2014-05-01,,0,1,0,0
424,2,1250.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,0,0,0,1
425,2,1460.0,0,,2010-02-01,,0,0,0,1
426,0,250.0,0,,2010-02-01,,1,0,0,0
427,2,70.0,1,"Jan,Apr,Jul,Oct",2005-07-01,2010-03-29,1,0,0,0
428,0,2960.0,1,"Mar,Jun,Sept,Dec",2014-12-01,2015-06-08,0,0,0,1
429,2,16350.0,1,"Jan,Apr,Jul,Oct",2005-07-01,2013-08-05,0,0,0,1
430,2,12870.0,0,,2008-10-01,,0,0,0,1
431,2,4520.0,0,,2010-02-01,,0,0,0,1
432,0,810.0,0,,2013-05-01,,1,0,0,0
433,2,30030.0,0,,2010-11-01,,1,0,0,0
434,0,13020.0,1,"Jan,Apr,Jul,Oct",2003-08-01,2014-10-06,1,0,0,0
435,0,910.0,0,,2010-02-01,,1,0,0,0
436,0,2300.0,0,,2010-02-01,,0,0,0,1
437,2,430.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-12-13,0,0,1,0
438,2,1110.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-10-01,0,0,0,1
439,0,1350.0,0,,2009-09-01,,1,0,0,0
440,0,3900.0,1,"Feb,May,Aug,Nov",2005-04-01,2009-11-09,0,0,0,1
441,0,2530.0,0,,2010-02-01,,0,0,0,1
442,0,500.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,1,0
443,0,11400.0,0,,2005-12-01,,0,0,0,1
444,0,1700.0,0,,2009-11-01,,0,0,1,0
445,0,240.0,0,,2010-02-01,,1,0,0,0
446,0,340.0,1,"Feb,May,Aug,Nov",2000-10-01,2013-08-05,1,0,0,0
447,2,1510.0,0,,2013-09-01,,1,0,0,0
448,2,3970.0,0,,2009-09-01,,1,0,0,0
449,2,120.0,1,"Jan,Apr,Jul,Oct",2014-12-01,2009-09-14,1,0,0,0
450,0,5780.0,1,"Mar,Jun,Sept,Dec",1994-11-01,2014-03-10,0,0,1,0
451,0,2460.0,1,"Jan,Apr,Jul,Oct",2009-04-01,2010-03-29,1,0,0,0
452,2,1850.0,1,"Feb,May,Aug,Nov",2013-08-01,2011-01-31,1,0,0,0
453,2,75860.0,0,,2010-02-01,,1,0,0,0
454,0,26450.0,0,,2010-02-01,,1,0,0,0
455,2,7660.0,0,,2010-09-01,,0,0,0,1
456,2,140.0,0,,2010-02-01,,1,0,0,0
457,2,13140.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-08-05,0,0,0,1
458,0,3390.0,0,,2010-02-01,,0,0,1,0
459,0,250.0,1,"Feb,May,Aug,Nov",2008-09-01,2013-02-04,1,0,0,0
460,0,34050.0,0,,2008-04-01,,1,0,0,0
461,2,1790.0,1,"Jan,Apr,Jul,Oct",2013-07-01,2013-10-07,0,0,0,1
462,0,44320.0,0,,2008-08-01,,1,0,0,0
463,0,4160.0,0,,2010-02-01,,1,0,0,0
464,0,520.0,0,,2009-03-01,,0,0,1,0
465,2,10890.0,0,,2005-04-01,,0,0,0,1
466,2,3110.0,0,,2003-03-01,,1,0,0,0
467,2,20390.0,0,,2008-04-01,,1,0,0,0
468,2,5260.0,0,,2012-09-01,,0,0,1,0
469,2,710.0,0,,2005-09-01,,0,0,1,0
470,2,50.0,0,,2010-02-01,,1,0,0,0
471,0,5300.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,0,1
472,2,5030.0,0,,2011-08-01,,0,0,1,0
473,0,50.0,0,,2010-02-01,,1,0,0,0
474,0,14810.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-04-04,0,0,1,0
475,0,140.0,0,,2005-09-01,,1,0,0,0
476,0,8300.0,0,,2006-09-01,,0,0,0,1
477,0,770.0,1,"Jan,Apr,Jul,Oct",2010-07-01,2010-08-30,0,0,0,1
478,2,1940.0,0,,2012-03-01,,0,0,0,1
479,0,320.0,1,"Feb,May,Aug,Nov",2005-12-01,2011-02-28,1,0,0,0
480,0,300.0,0,,2012-11-01,,1,0,0,0
481,2,7470.0,1,"Feb,May,Aug,Nov",2010-02-01,2012-10-29,0,0,1,0
482,0,2550.0,0,,2005-10-01,,0,0,1,0
483,2,2310.0,1,"Jan,Apr,Jul,Oct",2011-09-01,2010-03-29,1,0,0,0
484,2,14300.0,0,,2011-03-01,,1,0,0,0
485,2,3270.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-05-28,0,0,0,1
486,0,2320.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-08-05,1,0,0,0
487,2,2180.0,1,"Jan,Apr,Jul,Oct",2012-09-01,2012-10-01,0,0,0,1
488,2,2890.0,0,,2014-04-01,,1,0,0,0
489,0,14960.0,1,"Jan,Apr,Jul,Oct",2013-11-01,2009-09-14,1,0,0,0
490,0,660.0,1,"Jan,Apr,Jul,Oct",2013-04-01,2014-10-06,1,0,0,0
491,2,4680.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2012-05-28,0,0,0,1
492,0,1740.0,1,"Jan,Apr,Jul,Oct",2008-03-01,2012-10-01,1,0,0,0
493,2,1150.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,0,0,0,1
494,0,1260.0,0,,2011-06-01,,0,1,0,0
495,0,5470.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2009-09-14,0,0,0,1
496,2,2780.0,0,,2015-06-01,,0,0,0,1
497,2,1610.0,0,,2010-02-01,,1,0,0,0
498,0,990.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,1,0,0,0
499,2,450.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,0,0,1,0
500,2,10690.0,1,"Jan,Apr,Jul,Oct",2007-09-01,2013-02-04,0,0,0,1
501,2,1620.0,0,,2006-09-01,,1,0,0,0
502,0,220.0,1,"Jan,Apr,Jul,Oct",2002-02-01,2009-09-14,1,0,0,0
503,2,13080.0,1,"Jan,Apr,Jul,Oct",2006-09-01,2011-04-04,0,0,0,1
504,2,820.0,0,,2010-02-01,,0,0,1,0
505,0,350.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,1,0,0,0
506,0,1850.0,1,"Feb,May,Aug,Nov",2014-12-01,2011-05-02,1,0,0,0
507,2,9070.0,1,"Jan,Apr,Jul,Oct",2011-04-01,2009-09-14,1,0,0,0
508,2,1280.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,1,0,0,0
509,0,4740.0,1,"Jan,Apr,Jul,Oct",2008-07-01,2009-09-14,1,0,0,0
510,2,8260.0,0,,2010-02-01,,1,0,0,0
511,0,2060.0,0,,2009-09-01,,1,0,0,0
512,1,590.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-02-04,0,1,0,0
513,0,400.0,0,,2013-08-01,,1,0,0,0
514,2,1200.0,1,"Jan,Apr,Jul,Oct",2012-07-01,2012-07-02,0,0,1,0
515,2,11260.0,1,"Feb,May,Aug,Nov",2010-02-01,2011-02-28,0,0,0,1
516,2,20.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2010-08-30,1,0,0,0
517,2,22490.0,0,,2010-02-01,,1,0,0,0
518,2,3330.0,1,"Jan,Apr,Jul,Oct",2015-03-01,2010-03-29,0,0,0,1
519,2,2510.0,1,"Jan,Apr,Jul,Oct",2009-08-01,2012-01-02,0,0,1,0
520,2,6900.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2012-10-01,1,0,0,0
521,0,18610.0,1,"Mar,Jun,Sept,Dec",2002-11-01,2011-11-28,0,0,0,1
522,2,7160.0,1,"Jan,Apr,Jul,Oct",2012-11-01,2011-02-28,0,0,0,1
523,2,50.0,0,,2013-11-01,,0,0,1,0
524,2,40860.0,0,,2013-09-01,,1,0,0,0
525,2,1870.0,0,,2013-09-01,,0,0,0,1
526,0,120.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-11-28,1,0,0,0
527,2,5830.0,0,,2008-04-01,,0,0,0,1
528,2,20620.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2009-09-14,1,0,0,0
529,2,12920.0,0,,2012-09-01,,0,0,0,1
530,2,18160.0,0,,2010-02-01,,1,0,0,0
531,2,4030.0,0,,2010-02-01,,1,0,0,0
532,2,1070.0,0,,2010-08-01,,1,0,0,0
533,2,5950.0,0,,2010-02-01,,1,0,0,0
534,0,1200.0,1,"Jan,Apr,Jul,Oct",2009-09-01,2009-11-09,0,0,0,1
535,0,3570.0,0,,2007-04-01,,1,0,0,0
536,2,4700.0,1,"Feb,May,Aug,Nov",2002-09-01,2013-08-05,1,0,0,0
537,0,600.0,1,"Jan,Apr,Jul,Oct",2002-05-01,2012-01-02,1,0,0,0
538,0,990.0,0,,2010-02-01,,1,0,0,0
539,0,770.0,1,"Jan,Apr,Jul,Oct",2013-05-01,2014-10-06,1,0,0,0
540,2,810.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-11-26,0,0,0,1
541,2,650.0,0,,1990-07-01,,1,0,0,0
542,0,7280.0,1,"Jan,Apr,Jul,Oct",2012-09-01,2013-01-07,1,0,0,0
543,0,1080.0,0,,2012-12-01,,0,0,1,0
544,0,250.0,1,"Jan,Apr,Jul,Oct",2001-12-01,2010-03-29,1,0,0,0
545,2,5020.0,1,"Feb,May,Aug,Nov",2006-05-01,2014-05-05,1,0,0,0
546,0,580.0,0,,2005-01-01,,1,0,0,0
547,2,8990.0,1,"Mar,Jun,Sept,Dec",2009-11-01,2010-08-30,0,0,0,1
548,2,3760.0,0,,2009-02-01,,0,0,0,1
549,2,2330.0,0,,2010-02-01,,1,0,0,0
550,2,50.0,0,,2015-06-01,,0,0,0,1
551,2,2190.0,0,,2013-09-01,,1,0,0,0
552,0,4260.0,1,"Jan,Apr,Jul,Oct",2008-07-01,2009-09-14,1,0,0,0
553,0,3040.0,1,"Jan,Apr,Jul,Oct",2002-09-01,2010-03-29,0,0,1,0
554,2,1200.0,0,,2010-02-01,,0,0,1,0
555,0,1560.0,1,"Mar,Jun,Sept,Dec",2014-01-01,2013-03-11,0,0,0,1
556,2,1140.0,0,,2014-11-01,,0,0,0,1
